project,pullNumber,CCR,Author_response,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13
incubator-kie-drools,1304,The real change is here.,"@manstis I'm not sure if I get the point correctly. Replacing:
```java
copy.values = new ArrayList<>(getValues());
```
by
```java
copy.values = copy.getValues();
```
would call [this method](https://github.com/karreiro/drools/blob/1fbca3cab3384b7574b908a59ce77df56dec0aad/drools-workbench-models/drools-workbench-models-datamodel-api/src/main/java/org/drools/workbench/models/datamodel/rule/DSLSentence.java#L207-L223). In that case, the value would be always `""city""` and I'm copying the `values` field to avoid that.

We could replace the line above with the following line, too:
```java
copy.values = getValues();
```
However, I tried to keep the intention of the previous behavior of this method, which was to ""clone"" the List (since it was adding the elements from the original `DSLSentence` in a new List instance).

Am I missing something? :-)",1,1,1,0,1,0,0,1,1,0,1,1,0
incubator-kie-drools,2637,Suggestion to change the name since this test checks only for model given not for the whole scesim given,"What do you mean? The name of the test is just the name of the method it tests, in this case `extractGivenValues`",1,1,1,0,1,0,0,1,0,1,1,0,0
incubator-kie-drools,4541,"I apologize again for missing also this one: IMHO that ""prepareClassLoader"" shold be somthing completely hidden to the client-code; it should happen at instantiation time, and should automatically put in the memoryclassloader all the classes that have been previously compiled but are not present in that classloader: am I clear ? does this make sense ?
Reason for that is because on one side this ""prepareClassLoader"" creates a ""mutable state"" entry point that would be impossible to control; on the other side, ""client code"" must not be worried to such lower detail: that's responsibility of the Context itself","Sure, I think I can do that. Do you mean classes of all FRIs (= all classes in GeneratedClassesRepository)? or shall I add a builder method to take FRIs so that we can add classes of specific FRIs?
",1,1,0,0,1,0,0,0,1,0,0,0,0
incubator-kie-drools,3237,Why this hack?,"This is to force the native java compiler to work with a 1.8 source level (or less). If I make it run with 9+ (i.e. with JPMS) I get weird compilation errors like the following
`UNKNOWN (-1:-1) : module jdk.accessibility reads package  from both java.base and java.naming`
I spent quite a lot of time trying to figure out what's going on here but I'm clueless so far. I understand that this a ugly hack and something that I should fix asap. Also it is quite surprising that ecj seems not suffer of the same problem, but still I haven't been able yet to figure out why.",1,1,1,0,0,0,0,1,1,0,1,0,0
incubator-kie-kogito-runtimes,1347,"We can probably revisit `SessionRuleUnitInstance` class entirely (@evacchi wdyt?) but for now please move it to `kogito-legacy-api` module: as far as I remember it is an attempt to wrap a session in a Unit.
In this case you can avoid this explicit cast and just use `org.kie.kogito.legacy.rules.KieSession`","@danielezonca I'm not sure it makes sense to move `SessionRuleUnitInstance` to the `legacy-api` module. That was indeed an attempt to wrap a session into a rule unit, but if you want to use the legacy API, by definition you don't want to use the rule unit imo. ",1,1,1,0,1,0,0,1,0,1,1,0,0
incubator-kie-kogito-runtimes,750,"I don't think we should ""hide"" a serialization exception in an empty result. What about propagate the exception?",Propagate the exception up to where? I need advise here,1,1,1,1,1,0,0,1,1,0,1,1,0
incubator-kie-kogito-runtimes,1549,"@evacchi 
My understanding is that all these PR resolve about
1) wrapping original result inside a ""DataContext""
2) invoke it asynchronously

Am I right ?",not sure why you say `asynchronously`; this is all synchronous,1,1,1,0,1,0,0,0,1,0,1,0,0
incubator-kie-kogito-runtimes,1329,"This BOM is intended to group and version kie7 artifacts so that the perimeter is clearly defined. This required to create an ""independented"" and standalone module (that can be reused also by OptaPlanner for example) that is not inheriting from `kogito-build-parent` (otherwise it will also take all dependencyManagement). 
The consequence of this is that `version.org.kie7` property is defined here.
@mareknovotny 
Wdyt?","What do you mean?
Some artifacts has a different GAV (org.kie.kogito instead of org.drools) on purpose because they are designed to only work in kogito and viceversa.
Some other will be removed in the future (for example I expect `kie-api` will be removed or at least massively changed).
In general we don't want to include all kie7 artifacts because only few of them (mainly from drools.git repo) are necessary so we cannot reuse existing kie-bom or similar.
It is not clear to me what you are proposing ðŸ¤” ",1,1,1,0,1,0,1,1,0,0,1,0,0
incubator-kie-kogito-runtimes,922,"since this change, and others below, shouldn't that reflect also on ALL the `...CompilationProvider` classes??","Sorry but I don't understand what do you mean. I just created a local variable instead of instantiate multiple times  `CDIDependencyInjectionAnnotator`.
Can you please clarify your comment?
",1,1,0,0,1,0,0,0,1,1,1,0,0
incubator-kie-kogito-runtimes,1757,@evacchi Is it fine to raise a validation warning at the GeneratedFile constructor like this?,@evacchi Is it fine to raise a validation warning at the GeneratedFile constructor like this?,1,1,1,0,1,0,0,0,0,0,0,0,0
incubator-kie-optaplanner,439,ExecutorService needs to be shutdown to properly clean up running threads. Please see https://docs.oracle.com/javase/7/docs/api/java/util/concurrent/ExecutorService.html for details.,"It looks too much complication for executing one task here, is there a reason not to use new Thread().start() instead?",1,1,1,0,0,0,0,1,0,1,1,0,0
incubator-paimon,23,"Nit: line#150 `assertThat(globalCommitter.getCommittedData().isEmpty()).isTrue();` can be shorten as `assertThat(globalCommitter.getCommittedData().isEmpty())`. Since GitHub does not allow comments on unchanged lines, I post here.",What do you mean? `assertThat` always needs be invoked return class.,1,1,1,0,1,0,0,1,1,1,1,0,0
iotdb,5418,Shall we rename the related term ```meta``` in this pr to ```schema```? ```Meta``` may involve more items and our work only focus on ```Schema```.,"But how about other operators (if have), e.g. trigger, TTL, auth, count...    so,  what about create a `schema`  dir under the meta?",1,1,1,0,0,0,0,1,1,0,1,0,1
iotdb,38,"you should use {} instead of %s:
```LOGGER.error(""[ERROR] Failed to operate on file, because {}"", e.getMessage());```","Could I remove `String.format()`?
just like:
`LOGGER.error(""[ERROR] Failed to operate on file, because {}"", e.getMessage())`;",1,1,1,0,1,1,0,1,0,0,1,0,0
iotdb,440,"I wonder whether the ""quit"" statement has a chance to reach the server.","Actually, even if the statement is a quit statement, no logical plan will be generated. Do you suggest removing the grammar definition here?",1,1,1,0,0,0,1,0,1,1,0,1,0
iotdb,5046,"* `setExpression` will be called twice, once in `transformFilterOperatorToExpression` of `QueryOperator` which generating logical plan, once in `QueryRouter` after optimizing this expression. Although it won't make it it doesn't affect its correctness, the performance may be worse than before.
* In align by device query, the `deviceToMeasurements` should only contains current device, in your current implementation, all the devices will be saved in `deviceToMeasurements`, even if the devices that has been traversed.
","Oh, Why don't we move `optimizing this expression` from `QueryRouter` to `QueryOperator` when generating this expression, then setExpression will be invoked only once.",1,1,1,0,1,0,0,1,1,1,1,1,1
iotdb,11120,does timefilter push down?,"I'm not sure, is it not enough to put it in planRawDataSource?",1,1,1,0,0,0,0,0,1,0,1,0,0
iotdb,5033,"channel close,  but FileOutputStream does not close.","Change code like this?
`
try (FileOutputStream outputStream = new FileOutputStream(filepath, true);
        FileChannel channel = outputStream.getChannel()) {
`",1,1,1,0,1,0,0,0,0,0,1,0,1
iotdb,101,The naming is confusing.,Do you mean DATA_CHUNK_SIZE?,1,1,1,1,1,1,1,0,1,0,1,0,0
iotdb,1627,Path and PartialPath are not in the same package now. I'm not sure it's ok.,why should be in the same package?,1,1,1,0,1,0,0,0,0,0,1,0,0
iotdb,154,"`Map<Integer, String> map = physical ? proxy.getPhysicalRing() : proxy.getVirtualRing();` is better?","`Map<Integer, String> map = physical ? proxy.getPhysicalRing() : proxy.getVirtualRing();` is better?",1,1,1,0,0,0,0,1,0,0,1,0,0
jackrabbit-oak,171,"I think breaking here is incorrect, in case of ""order by a, b"" and an index that only sorts by property a. Also, what if ""order by a desc"", and the index sorts ascending?","@thomasmueller ...agree with the order a,b point ..will make the changes to handle that 

But with the desc/asc thing ..we don't define the in our indexes if it should sort asc or desc..we just add ordered = true on the prop..so shouldn't the index always  handle both the cases ? Or maybe I am missing something ? ",1,1,1,0,1,1,0,1,0,0,1,0,0
jackrabbit-oak,465,"can we add one more test for the case `value is not null`, or does it exist already?","@averma21  - yes there are multiple tests. 
testEqualityQuery_native - > tests simple equality condition
testEqualityInequalityCombined_native -> equality and inequality
testInequalityQuery_native -> tests inequality with nodes created with this property and also without this property.

So effectively the condition that x<>1 should return nodes where x is set and not equal to 1 is being tested. I hope this is what you were asking for - right ?",1,1,1,0,1,0,0,1,1,1,0,0,0
jackrabbit-oak,823,redundant (set in asf parent),which part exactly is redundant?,1,1,0,0,1,0,1,1,1,1,1,0,1
jackrabbit-oak,1202,"Just an idea: if we don't need ""path"" and only the array, then maybe we could store the number of entries and then the entries separately?",Could you elaborate? I do not understand the suggestion.,1,1,1,1,0,0,0,1,0,0,1,0,0
james-project,1525,It is not the JMAP startUp checks that should generate the keystore...,"It is based on your suggestion ""please move the key generation out of JMAP-draft. Suggestion: server/container/guice/common""

Can you give more detail?  
I tried to move the SecurityKeyload to `server/container/guice/common`, but see it is a bit not correct, So I only move the generateKeystore method 

",1,1,1,0,1,0,0,1,1,0,1,0,0
james-project,1707,Use Optional,You mean to use Optional{Component} as value in the map?????,1,1,0,0,0,0,0,1,1,0,1,0,1
jena,1616,"@afs Is there not already a query iterator that supported this pattern?

I see a `QueryIterConcat` referenced in the code deletions so why was that not suitable?  Could that have been modified to solve the issue rather than introducing a new class","sorry, I don't understand. RepeatApply is an abstract class that takes a QueryIterator and repeatedly calls nextStage, how will that help here?",1,1,1,0,1,0,1,1,0,0,1,0,0
jena,1616,"@afs Is there not already a query iterator that supported this pattern?

I see a `QueryIterConcat` referenced in the code deletions so why was that not suitable?  Could that have been modified to solve the issue rather than introducing a new class",should I delete this class and replace it with QueryIterPlainWrapper.create(Iter.flatMap(...))?,1,1,1,0,1,0,1,1,0,1,1,1,1
jmeter,477,can you surround it with log.isDebugEnabled() ?,"Hi, I found a lot of examples where calls to log.debug() are not surrounded with log.isDebugEnabled(). Others are, though...  When to use which approach?",1,1,0,0,1,0,0,0,0,0,1,0,0
kafka,4159,nit: add `final` (same below),Not sure where the final should be. Maybe you're referring to the next comment?,1,1,1,0,1,0,0,1,1,1,1,0,1
kafka,2755,doesn't seem this is necessary? couldn't we just pass the parameters here directly to `putConnectorConfig` and the `ConnectorInfo` constructor? same with `bodyOut` in tests below.,Not sure I fully understand this comment tbh. Do you mean we just need testPutConnectorConfig and skip the extra tests that actually call createConnector?,1,1,1,0,0,0,0,1,1,1,1,0,0
kafka,13562,"I know you just translated this to Java, but I think we can add null/empty checks for the input parameters.","@fvaleri ah, I'm sorry, I investigated it finally and worked around.
What do you think about this approach?
```
public static void validatePortOrExit(OptionParser parser, String hostPort) {
    if (parser == null || hostPort == null || hostPort.isEmpty()) {
        CommandLineUtils.printVersionAndExit();
        return;
    }
}
```
Should I use printUsageAndExit if parser will be null or what will be better to indicate an error?",1,1,1,0,1,0,0,1,0,0,1,0,0
kafka,13122,"I think that we should keep using `joptsimple` with the `CommandDefaultOptions` abstract class, rather than migrating all commands to `argparse4j`. The vast majority of commands do not use `argparse4j`.

Then, the `joptsimple` (current) no-args output is very different:

```sh
This tool helps to query log directory usage on the specified brokers.
Option                                  Description                           
------                                  -----------                           
--bootstrap-server <String: The server  REQUIRED: the server(s) to use for    
  (s) to use for bootstrapping>           bootstrapping                       
--broker-list <String: Broker list>     The list of brokers to be queried in  
                                          the form ""0,1,2"". All brokers in the
                                          cluster will be queried if no broker
                                          list is specified                   
--command-config <String: Admin client  Property file containing configs to be
  property file>                          passed to Admin Client.             
--describe                              Describe the specified log directories
                                          on the specified brokers.           
--help                                  Print usage information.              
--topic-list <String: Topic list>       The list of topics to be queried in   
                                          the form ""topic1,topic2,topic3"". All
                                          topics will be queried if no topic  
                                          list is specified (default: )       
--version                               Display Kafka version. 
```

This is the new no-args output with `argparse4j`:

```sh
usage: kafka-log-dirs [-h] --bootstrap-server BOOTSTRAP-SERVER [--command-config COMMAND-CONFIG] [--topic-list TOPIC-LIST]
                      [--broker-list BROKER-LIST]
kafka-log-dirs: error: argument --bootstrap-server is required
```

@ijuma @mimaison WDYT?","Sorry, then may I get a bit of clarification on how do you envision this to work? Do you envision that a Java compatible copy of `CommandDefaultOptions` is written? I am asking this because I was battling with moving ConsoleConsumer and there I ran into the following problem:
```
abstract class CommandDefaultOptions(val args: Array[String], allowCommandOptionAbbreviation: Boolean = false) {
  val parser = new OptionParser(allowCommandOptionAbbreviation)
...
```
```
private static class ConsumerConfig extends CommandDefaultOptions {
        ConsumerConfig(String... args) {
            super(args, false)
            
            ... = this.parser(); <--- Cannot access joptsimple.OptionParser
```
Is it in general that we are only trying to move the commands from Scala to Java or do we want a complete break from Scala classes? If we are completely moving to Java does this mean that `CommandLineUtils` needs to be rewritten first?",1,1,1,0,0,0,0,1,1,0,1,1,0
kafka,1946,"I'm not a huge fan of debug statements like this, but supposedly they helped others. Is the idea that we have enough debugging statements in the producer and consumer to figure out these things anyway?
","But I guess you can add them back when you need them easily enough? I found them a little distracting when reviewing 3396 and some of them were even incorrect or misleading (which made me think they had probably just been copied from an existing test).
",1,1,1,0,0,0,0,1,1,1,1,0,1
kafka,3618,nit: parameter/line formatting,Do we have that rule actually? We have lots of method definitions where multiple parameters sits in the single line. I think we would only have multiple lines if all the parameters do not fit in a single line.,1,1,1,0,0,0,0,1,1,0,1,0,0
kafka,6362,"SchemaAndValue doesn't include headers, so why would this method try to stuff them in there?","Correct, but what if I need to get access to the headers in order to transform a raw Kafka message payload to a SchemaAndValue object?

An example here can be specifying a Schema Id as a header and using Schema Registry to get it.",1,1,1,0,1,0,0,1,0,1,1,1,0
kafka,14575,"If I wrote this comment, I apologize, but when it says the method should ""fail"", does that mean throw an exception, log an error, or something else?","No you didn't write it, I copied it from some other place ;) I ll log an error and will stop proceeding, do you think we should capture that here in docs or should not write this line itself?",1,1,1,0,0,0,0,1,1,1,0,0,1
kafka,2304,The issue with using a real file is that you can't test the scenario that we are trying to fix: `FileChannel.read` returns before the buffer is full. See `FileRecordsTest.testTruncateNotCalledIfSizeIsBiggerThanTargetSize` for an example of a mocked fine channel.,"I can use EasyMock to test throwing IOExceptions for EOF, how can I use it to test ""readFully does not return until buffer if full""? A mocked ByteBuffer? If using a mocked bytebuffer, I would have to mock 'hasRemaining' which is a final method. Seems EasyMock does not support to mock final methods. Am I correct?",1,1,1,0,1,0,1,1,0,1,1,1,0
kafka,4467,"I'm not sure the handling of configs here is quite right. I think it would make more sense to check if there are *any* properties set with the prefix `internal.key.converter` (and `internal.value.converter` for that case). There are other configs that could be overridden and really at this point, if the user has specified *anything* explicitly, we want to still respect those settings. Only after the deprecation period should there be cases where we might ignore/modify settings they explicitly specify.

In other words, I'm not sure a version of this code that does not maintain use of `config.originalsWithPrefix(""internal.key.converter"")` and `config.originalsWithPrefix(""internal.value.converter"")` can properly maintain compatibility.","Agree, however I am not pretty sure if we have more configs other than `internal.key.converter.schemas.enable` and `internal.value.converter.schemas.enable` which qualify the prefix search using `config.originalsWithPrefix(""internal.key.converter."")` and `config.originalsWithPrefix(""internal.value.converter."")`. That is why I used the full name of these configs instead of filtering them with prefix. 

Is there any existing config which has `internal.key|value.converter.` as prefix and we need to take care of that in Worker's context ?",1,1,1,0,0,0,0,1,1,0,1,0,0
karaf,301,`Regions` does not sound a very good name to me...  Too vague.  What about something like `RegionInstallationSupport` ? Another thought ?,I was also unsure. Not sure if RegionInstallationSupport is better but if you prefer it that is fine for me.,1,1,0,0,0,0,0,1,1,0,1,0,0
maven,1231,"Please don't do this: we went a LONG road from Maven2 to NOT have code (and assumptions) like this sprinkled across the codebase.

The API offers you repositoryBaseUrl and relative resource path, so just color those two differently (as I agree, repo URL IS important, it may be affected by user settings) while resource path IS NOT important....
",please don't do what? use Maven 2 repository layout as a fact?,1,1,0,0,1,0,0,1,1,0,1,0,0
maven,1099,"include a return for every case, as relying on fallthrough is error-prone","Does that mean separate returns? Like
```
                case STRING_ITEM:
                    return 1;
                case COMBINATION_ITEM:
                    return 1; 
```",1,1,1,0,1,0,0,1,1,0,1,0,0
maven,421,did you override default implementation from interface?,"I do not understand the question (or why you are asking it). Actually that above code *is* effectively overriding the default implementation of the interface, and it was explicitly done because @rmannibucau asked for this.",1,1,1,0,1,0,0,1,1,1,1,0,1
maven,676,`repository which`,you mean drop the comma that splits the sentence in more readable parts (for a french reader)?,1,1,1,0,0,0,0,1,1,1,1,0,1
maven,1080,"str != null && !str.isEmpty() 

seems a little more straight-forward","I don't understand, you mean:
```
final int strLen = str != null && !str.isEmpty() ? str.length() : 0;
```
I kinda fail to see how adding an addition condition makes things more straightforward, but I guess that's a matter of taste, as a lot of things when we go to that level.",1,1,1,0,0,0,0,1,1,0,1,0,0
maven,1244,Would it make sense to skip this class?,@michael-o @elharo so I don't really understand what you both want / imply.  Could you be more specific please?,1,1,1,0,1,0,0,1,1,0,1,0,0
maven-surefire,344,"Both instance fileds are in wrong class. We have two plugins in this project, so you have to generate getter and setter for these fields. Both must be in `SurefirPlugin` class, see [this](https://github.com/apache/maven-surefire/blob/master/maven-surefire-plugin/src/main/java/org/apache/maven/plugin/surefire/SurefirePlugin.java#L99) and also in [here](https://github.com/apache/maven-surefire/blob/master/maven-failsafe-plugin/src/main/java/org/apache/maven/plugin/failsafe/IntegrationTestMojo.java#L116).
The reson is the prefix in the property. Due to AbstractSurefireMojo is an abstract class, you have to generate getters and setters and use them instead of fields in AbstractSurefireMojo.
Regarding the naming conventions pls start the name of fields and properties with ""include"" and ""exclude"", and rename junit to ""junit5"" to make it clear that we are not aiming for JUnit4 and 3.
Additionally both should be String[] because the history shows us that people want to have more than one value in our config properties, pls see [the tutorial for MOJO](https://maven.apache.org/guides/plugin/guide-java-plugin-development.html#parameter-types-with-multiple-values).","Hmm I follow simillar approach like for ""groups"" but now I am a little confused regarding those fields... 
Logic to load values for those fields is in AbstractSurefireMojo but if I will not define them here, so how I can get values for them?
Can you provide me some example field with simillar flow which you expect?
",1,1,1,0,1,0,1,1,1,0,1,0,0
maven-surefire,517,Check the inheritance because I think this is not ok either.,I could do as you suggest and extract the logic to `setThreadCount` and `setParallel` methods. My current approach was intended to limit the scope of revisions to this single class. Would you prefer that I refactor the implementation? This would reduce the complexity a bit while expanding the scope of this PR.,1,1,1,0,1,0,0,1,1,0,1,0,0
metron,497,change to `SASL_PLAINTEXT`,Not sure what's going on here - I ran through this again and it still worked with PLAINTEXTSASL and not SASL_PLAINTEXT. You're running this on full dev?,1,1,1,0,0,0,0,1,1,0,0,0,0
metron,334,"1. If GetProfile attempts to read a profile with the wrong window duration, will the user get a reasonable error message?  I was unable to find this in GetProfile.java or GetProfileTest.java.
2. Unlike the profiler, it seems to me that there may be need for multiple simultaneous clients for different users, some of which may be consuming historical profile data that was taken with different window duration (and other settings) than is currently in use at the time the client is run.  Therefore, I suggest that GetProfile should also take an optional override set of config arguments (any or all of profiler.client.\* , possibly excepting table.provider) so that clients accessing different data won't stomp on each other. 
","1. Define ""wrong window duration""?  Can you give me an example of what you're thinking of?
",1,1,1,0,1,0,1,1,0,0,0,0,0
metron,421,"Unrelated to this PR, but I thought it was un-Apache to put individual's names and emails in the source code?","I'm not even sure who we should talk to about how it should be handled.  I'm more than happy to adjust the changelog as needed, but I need to know how to change it first.",1,1,1,0,1,0,0,1,0,1,0,0,0
metron,851,"Can we reword this?  It needs to be clear that some things cannot be deserialized if they have an invalid configuration.
",I'm not sure exactly what you're looking for.  Can you suggest some specific text?,1,1,1,0,0,0,0,1,1,0,0,0,0
metron,1403,Can you double-check the [debug log statements here](https://github.com/apache/metron/blob/2d2cec749c52659f4cf5b9177047b018222a13cd/metron-platform/metron-elasticsearch/src/main/java/org/apache/metron/elasticsearch/bulk/ElasticsearchBulkDocumentWriter.java#L91-L98) to ensure they are still correct based on this change?  I don't think they are any longer.,Are you sure these are incorrect?  The shards are coming directly from the response so I would expect it to be accurate.,1,1,1,0,1,0,0,0,1,0,0,0,0
mina-sshd,141,Don't we need to close the local acceptor as well ?,"Well, but... I don't known how to do... '':-) (any suggestion?)",1,1,1,0,1,0,0,0,0,0,1,0,0
netbeans,2768,That could be JComboBox<Level>,you mean without  the generic ?,1,1,1,0,1,0,0,1,0,0,0,0,0
netbeans,3988,Why?,"Executing 
NbBundle.getBundle(MapFormat.class).getString(""MSG_UnmatchedBraces"") 
throws exception saying thet no bundle has been found. 
so I detered this execution to be able to run tets

better solution is to make sure bundle exists while unit tests are being executed - I don't know how to do it yet

",1,1,1,0,1,0,0,0,0,0,0,0,0
netbeans,2023,"This needs fixing before we can merge. It's causing the verify libs and licenses test to fail. Each line must contain two paths.  Is it meant to be a duplicate of something?  If so, needs to have the other path.  If not, then the whole line needs removing.

Check with `ant verify-libs-and-licenses`",This line needs to be removed and then it repairs the verify-libs-and-licenses.  Do you want me to merge the remote branch into my local and make the change?  I don't want to add more commits if not needed.,1,1,1,0,1,0,0,0,0,0,0,0,0
netbeans,4792,"any reason for iterating backwards here?
instead of:
```java
      for (TabData projectTab : tabs) {
```","Oh yeah, you are right.

Not sure if I have done it correctly, is this the usage in ButtonPopupSwitcher?
```
DocumentSwitcherTable dst = new DocumentSwitcherTable( controller, createSwitcherItems(controller), y );
dst.closeDocumentList( item, controller );
if( controller.getTabModel().size() == 1 ) {
    SwingUtilities.invokeLater(this::hideCurrentPopup);
}
```
Or should I move the method to static ClosingUtility class and initialize thate?",1,1,1,0,1,0,0,0,0,0,0,0,0
nifi,5475,"Instead of using the URL host, what do you think about changing this to `null` and falling back to the current behavior? ","I like your idea, however, this edge case was verified by @markap14 . Which one should I pick in this situation?",1,1,1,0,0,0,0,0,0,0,1,0,0
nifi,3541,I'd suggest supporting ExpressionLanguage with FLOWFILE_ATTRIBUTES scope.,Couldn't figure out how to do this cleanly since it would require checking that I have a number on every onTrigger execution.,1,1,1,0,1,0,0,0,0,0,1,0,0
nifi,7752,"```suggestion
        return new MapRecord[]{new MapRecord(recordSchema, map), new MapRecord(recordSchema, map1), new MapRecord(recordSchema, map2)};
```","@exceptionfactory I am sorry can you please explain what the suggested change here is? This what I am seeing which looks identical.
![image](https://github.com/apache/nifi/assets/8440116/737680ef-c443-4301-862c-839ab5217d24)
",1,1,1,0,1,0,1,0,0,0,1,0,0
nifi,2820,"Are you using ""Template""  in the json you output?
I thought you removed that.  The schema should be what is in the record flow file exactly","Did you missed any attachments in your comments??  Are you referring something like this.. 
[dataschema.txt](https://github.com/apache/nifi/files/2217231/dataschema.txt)
Isn't it requires field level description??",1,1,1,0,1,0,0,0,1,0,0,0,0
nifi,1016,"@olegz once gave me a hint that there's an issue with it since init() method as well as few others are invoked more then once per life-cycle of a processor (see https://issues.apache.org/jira/browse/NIFI-1318).

Consider using a static initializer
","Do you have a working example of using a static initializer?  I may be wrong but I believe the ProcessorInitializationContext is passed only in runtime.  Thanks
",1,1,1,0,1,0,0,0,1,0,0,0,0
nifi,2138,"You say in the description:

> A value of 0 means no timeout. NOTE: Non-zero values may not be supported by the driver.

Shouldn't the test be on a non-zero value here?","Do you suggest an arbitrary value like
````java
stmt.setQueryTimeout(1); // just checking driver supports query timeout
````
?",1,1,1,0,1,0,0,0,0,0,0,0,0
nifi,5324,"Rather than making this property an attribute name, what do you think about changing it to `Schema` and supporting expression language using FlowFile attributes?  That would allow direct configuration of the Schema as a processor property, while also giving the option for FlowFile attribute based validation.","I'm not sure I follow your recommendation here. The XML Schema is specified in the processor property ""Schema File"". The ""XML Source Attribute"" is specifying the location of the XML to be validated; it is not the schema.",1,1,1,0,1,0,0,0,0,0,1,0,0
nifi,5475,I don't think this should be required,Maybe I'm just not familiar of the concept what required means here. I thought in this situation it practically means we are not allowing null as a value. Since here null doesn't add anything to us I decided to set it true. Did I do it wrong?,1,1,1,0,1,0,0,0,0,0,1,0,0
nifi,7677,"Switching to `nifi.groovy.version` should push this to 3.X, so we need to do a L&N check here.",@MikeThomsen do you have any guidance on how to do that? I looked at other processors/controllers that used groovy and they seem similarly out of compliance with your comment. So just not sure how best to generate this.,1,1,0,0,1,0,0,0,0,1,0,0,0
nifi,3105,Should this be referenced here? The controller service never uses any Avro dependency.,Should this be referenced here? The controller service never uses any Avro dependency.,1,1,0,0,0,0,0,0,0,0,0,0,0
nifi,4836,"For the purposes of this unit test, an implementation of `SecureHasher` could be instantiated directly, perhaps one that performs more quickly than Argon2 for testing performance purposes.",Does this mean a custom TestSecureHasher impl? Should it be local to this test only? All the existing SecureHasher impls appear to perform approximately the same for this test.,1,1,0,0,0,0,0,0,0,0,0,0,0
nifi,5412,The `logDetails` boolean flag is not completely clear as it appears up being interpreted as `info` versus `debug`. What do you think about renaming it to `logInfoEnabled` or something similar?,"I considered changing it to something like that but felt like it was just more confusing. If `true`, it logs at info level. That's all that'll generally show up in logs. So for any typical deployment, `false` = do not log. I.e., ""Do you want the details showing up in typical logs or no?"" ",1,1,0,0,0,0,0,0,0,0,1,0,0
nodejs_node,45982,why is this needed?,"To pass the `joinDuplicateHeader` option from client request to `parserOnHeadersComplete` . maybe there is some better way?
I took inspiration from `parser.maxHeaderPairs` ",1,1,0,0,1,0,0,0,0,0,1,0,0
nutch,515,"Should be httpmime 4.5.10 (httpcore 4.4.12), otherwise you'll see:
```
$> bin/nutch indexchecker  -Dplugin.includes='protocol-okhttp|parse-tika|index-(basic|more|anchor)|indexer-solr' \
       -doIndex https://localhost/
...
Exception in thread ""main"" java.lang.NoClassDefFoundError: org/apache/http/entity/mime/content/ContentBody
        at org.apache.solr.client.solrj.impl.HttpSolrClient$Builder.build(HttpSolrClient.java:952)
        at org.apache.nutch.indexwriter.solr.SolrUtils.getHttpSolrClient(SolrUtils.java:59)
        at org.apache.nutch.indexwriter.solr.SolrIndexWriter.open(SolrIndexWriter.java:107)
        at org.apache.nutch.indexer.IndexWriters.open(IndexWriters.java:216)
        at org.apache.nutch.indexer.IndexingFiltersChecker.process(IndexingFiltersChecker.java:296)
        at org.apache.nutch.util.AbstractChecker.processSingle(AbstractChecker.java:85)
        at org.apache.nutch.indexer.IndexingFiltersChecker.run(IndexingFiltersChecker.java:132)
        at org.apache.hadoop.util.ToolRunner.run(ToolRunner.java:76)
        at org.apache.nutch.indexer.IndexingFiltersChecker.main(IndexingFiltersChecker.java:305)
Caused by: java.lang.ClassNotFoundException: org.apache.http.entity.mime.content.ContentBody
```","Hi @sebastian-nagel , i tried fixing this but with no positive results. Could you tell me how you fixed it?",1,1,0,0,1,0,1,0,0,0,1,0,0
openmeetings,63,"I have changed `enabled` with `visible` since this block is confusing for items without download option
I would like to get third opinion here @dkandrov WDYT?","which room menu items are you referring to ?
That might be a bit of a different problem I think. I think the room menu items users are complaining cause it is around permissions. Not contextual. 
Above button simply depends on if you click on a document or not in order to enable it. 
But _EVERY_ user can see the button (if they can see the FileTree). Its not a permission thing. 
Which I think would be a slightly different use-case again. Cause if you remove permissions from a user to do sth, I would argue probably you should also remove the UI elements, cause that is indeed confusing to disable them, cause the user thinks he just need to click the right icon to enable it.",1,1,0,0,1,0,0,0,0,0,1,0,0
ozone,59,"In my tests Freon created fewer chunks than expected (in 10 runs of 100 chunks it created total 711 instead of 1000).  Changing to sync command fixes it:

```
    timer.time(() -> xceiverClientSpi.sendCommand(request));
```",That's interesting. Some of the chunks also missing for me. But what can be the problem with the `sendCommandAsync`? Isn't it a ratis bug?,1,1,0,0,0,0,0,1,1,0,1,0,0
ozone,314,Can we log an error here? Same apply to other places?,"Would you prefer something like:
`LOG.error(""Execution was interrupted"", e)` ?",1,1,0,0,1,0,0,1,1,1,1,1,0
ozone,1169,"`unDeletedKeys` seems to be added in this [comment](https://github.com/apache/hadoop-ozone/pull/814/files#r429342829) on purpose.

Will removing those two fields cause any compatibility issue?","As said, if we fail entire batch, not sure what is the purpose of unDeletedKeys.
This will be required if we delete a few entries and skip them. Let me know if i am missing something here.",1,1,0,0,1,0,0,1,0,1,1,1,0
