project,pullNumber,CCR,author,merged
iotdb,6661,It seems that you won't do partial aggregate on each datanode first and then do final aggregate in the root datanode. You can refer to `groupSourcesForGroupByLevel` and `calculateGroupByLevelNodeAttributes` in `visitGroupByLevel` of class `SourceReWriter`. `GroupByLevelNode` has already implemented such optimization.,cornmonster,True
flink,4993,Is is strictly necessary to first shut down the query executor before shutting down the netty server?,kl0u,False
flink,9210,"```suggestion
You can call `StreamExecutionEnvironment#execute` to begin the execution of our Job and give it a name.
```
Actually, I like this variant even better than the one we merged for the Table API walkthrough - maybe you can add a separate hotfix commit into this PR which changes it there as well?",sjwiesman,False
gobblin,3001,ditto.,arjun4084346,False
nifi,2371,"This comment does not sound right to me, if 'the specified component ID' means what user specified at ReportingTask filter property.",alopresto,False
hudi,2438,Do you think we can add some tests to this class for the timestamp type? ,liujinhui1994,True
beam,2423,"one thing that's tricky for this script is that if anything fails, it leaves the cluster up.

A couple ideas for that:
1. check for the existence of the cassandra-svc-temp at the beginning of the script and then delete it if it exists
2. make it so that it always deletes the cassandra-svc-temp regardless of whether there's an error or not (not sure how you'd do that)",diptikul,False
inlong,8303,"There are too many duplicate files, please think about how to reuse them with existing Sink/Source files.",bluewang,True
cloudstack,2472,if this 4 in the log message is the same one as the one in the control statement you want to extract to a constant/field/variable,Slair1,False
beam,24957,"```suggestion
class BeamAnalyticsCategories {
```
?",nausharipov,True
samza,952,"As a readability guideline, `If...Else-if..Else` blocks should check predicates which are related. For eg: it may not be obvious that standbyHost == ANY_HOST and runningStandbyContainersOnHost.isEmpty are related..",rmatharu-zz,False
kafka,9950,Let's use `value instanceof byte[]` so it's like the other cases,sknop,True
dolphinscheduler,14981,"```suggestion
                    log.debug(""There is no waiting listener events"");
```",weixiaonan1,True
samza,938,'connected'? please rephrase.,lakshmi-manasa-g,False
jena,1960,s/anbd/and,afs,True
pinot,8766,throw some meaningful error message for better debugging?,gortiz,True
shardingsphere,21194,Seems algorithm properties is missed,azexcy,True
druid,13993,"```suggestion
- a non-affinity worker if no affinity is specified for that datasource. Any worker not listed in the `affinityConfig` is considered a non-affinity worker.
- a non-affinity worker if preferred workers are not available and affinity is `weak`
- a preferred worker  (a worker listed in `affinityConfig`) if available
- not assigned at all (remains pending) if preferred MiddleManagers are not available and affinity is `strong`
```",vogievetsky,True
kafka,6903,"As far as I can see, this doesn't have to be synchronized because it is a wrapper on log4j which is thread-safe. https://logging.apache.org/log4j/1.2/faq.html#a1.7",stanislavkozlovski,False
ignite,5484,"Please, remove this `TODO` or create a JIRA ticket.",artemmalykh,False
flink,14737,"Per the ""Apache Flink Code Style and Quality Guide"" (https://flink.apache.org/contributing/code-style-and-quality-common.html) the use of mockito is not recommended in tests. Check the document, and also the slides linked there for more details.",mohitpali,True
eventmesh,3046,@himansh295 These code can't be compiled please fix.,himansh295,True
gobblin,3475,Same here as it's public static method,arjun4084346,True
flink,13373,maybe to much optimization but should we just do the long arithmetic ourselves here and below? We are creating a lot of objects for the hot path.,dawidwys,True
accumulo,2235,"It would be nice to have a description of the different states. Or if that isn't helpful, at least a description of the state to state transitions.",DomGarguilo,True
beam,25824,"I think longer term when if add additional compression formats, we'd want to do something similar to how the Filesystems are set up, so users don't need to have *all possible compressions* linked in. 

I think it's fine to have Gzip built in by default as it's most common, but if we build in support for more, it should be made modular, and hooked into the ""auto"" support.",pranavbhandari24,True
ignite,8148,"I don't think that the strategy API should contain kernalCtx. 
kernalCtx is internal part of the ignite but strategy can be implemented in plugins so it is not so internal.
kernalCtx binds components too tightly which is the opposite of our target - to make components such independent as possible.

coherence |  
-- | --


",tkalkirill,False
flink,15534,"Could you add `@Rule public Timeout timeout = new Timeout(10, TimeUnit.SECONDS);` in this test class? This can avoid the test hangs. ",fsk119,False
iceberg,6919,Should the method name change too?,karuppayya,True
flink,19590,no qualified imports,BiGsuw,True
hudi,7942,"Minor Comment: Should the WriteOperationType be one of cluster, insert_overwrite_table, insert_overwrite or delete_partition to make sense ?",codope,True
pulsar,9970,@congbobo184  Why do we use a common pool to run the next logic?,congbobo184,True
guacamole-client,299,"The way this is implemented, here, these attributes (tokens) would not be available to connections stored in the JDBC module, since the module you've extended, here, is the LDAP-specific one.  In order for this to cover multiple authentication modules, you'll either have to implement this at one of the parent classes (`AbstractAuthenticatedUser` perhaps) or across multiple modules.  Of course, that doesn't all have to be done with this one pull request - this can just tackle LDAP for now - but the base changes that go into it probably need to at least make it available for other extensions to implement.

The other advantage of at least creating the abstract methods within one of the parent classes is avoiding having to do the type-casting when trying to run the `getAttributes()` method.

@mike-jumper Any pointers on the best place to put the various attribute-related stuff such that it can be easily used across different authentication extensions?",jaredfrees,True
phoenix,758,You can remove this class and use the one from IndexRebuildRegionScanner,swaroopak,True
iotdb,9746,use FileChannel instead of FileInputStream and always add private final if necessary.,ycycse,True
cassandra-java-driver,1012,Could you add a log prefix? You can use `context.sessionName()` like other session-wide policies.,tolbertam,True
beam,3591,Indentation is off,mairbek,False
hadoop,4797,Single Line?,leixm,True
beam,5566,"You can delete this PTransformRunnerFactory, its not being used anywhere as all SDKs now upload the pipeline proto to Dataflow and Dataflow has some dead code.",jkff,True
kafka,9136,This can be `static`,tombentley,True
flink,13449,please update the rule description,fsk119,True
hbase,306,Please don't import a class just to resolve a link in a Javadoc.,murtazahassan123,True
flink,10401,Please add tests to `HiveCatalogUseBlinkITCase` too. Because that is it case. And now there is no it case to cover UDX.,lirui-apache,False
geode,6096,"I realize that you're editing code that isn't great but `fail();` is a terrible anti-pattern in testing.

Try this:
```
assertThat(result).isNotEqualTo(QueryService.UNDEFINED);
```",albertogpz,False
flink,22146,"```suggestion
a ChangelogNormalize node for it. This is an incompatible plan change compared to 1.16.0.
```",PatrickRen,True
geode,7063,"When `times()` is 1, it can be omitted, as the default behaviour of `verify()` with no second argument is to verify that the method was invoked once.",jinmeiliao,True
flink,18660,"```suggestion
This example, similar to the bounded data example, uses the same POJO Java class `Datum`
and monitors for the new files every second to read Avro Reflect records from Parquet files
infinitely as new files are added to the directory.
```",JingGe,False
cloudstack,3681,See all the lines above. Maybe revert these checkstyle changes?,GabrielBrascher,True
beam,8130,"Suggested warning text: ""Due to a known issue in avro-python3 package, it is recommended to use fastavro with Beam Avro IO on Python 3 until BEAM-6522 is addressed.""  Let's open a JIRA  to re-evalulate / remove this warning an set ""Fix version"" to 2.14 so that we look at it around 2.14 release, presumably by then next Avro release will happen. Please CC me on the JIRA.",fredo838,True
hadoop,1842,add . then clarify that the get/set operators clone the arrays (but not the values),snvijaya,False
nifi,4753,"Recommend replacing with `Boolean.TRUE.toString()`:
```suggestion
        zkProperties.setProperty(ZOOKEEPER_SSL_QUORUM, Boolean.TRUE.toString());
```",thenatog,False
flink,14737,"I have taken a look at the dependency footprint of this module and it looks like there is too much pulled in:

Why do we need Kafka dependencies?
- `+- org.apache.kafka:connect-json:jar:2.5.0:compile`
- `+- org.apache.kafka:connect-api:jar:2.5.0:compile`
- `+- org.apache.kafka:kafka-streams:jar:2.5.0:compile`
- `+- org.apache.kafka:kafka-clients:jar:2.5.0:compile`

Pulling lombok as a compile dependency looks wrong, is this scoped correctly in upstream module?
- `+- org.projectlombok:lombok:jar:1.18.2:compile`
- `\- org.projectlombok:lombok-utils:jar:1.18.12:compile`

As mentioned, we should use the standard junit framework for flink:
- `+- org.junit.jupiter:junit-jupiter-api:jar:5.6.2:test`

```
[INFO] --- maven-dependency-plugin:3.1.1:tree (default-cli) @ flink-avro-glue-schema-registry ---
[INFO] org.apache.flink:flink-avro-glue-schema-registry:jar:1.13-SNAPSHOT
[INFO] +- org.apache.flink:flink-core:jar:1.13-SNAPSHOT:provided
[INFO] |  +- org.apache.flink:flink-annotations:jar:1.13-SNAPSHOT:provided
[INFO] |  +- org.apache.flink:flink-metrics-core:jar:1.13-SNAPSHOT:provided
[INFO] |  +- org.apache.flink:flink-shaded-asm-7:jar:7.1-12.0:provided
[INFO] |  +- org.apache.commons:commons-lang3:jar:3.3.2:compile
[INFO] |  +- com.esotericsoftware.kryo:kryo:jar:2.24.0:provided
[INFO] |  |  \- com.esotericsoftware.minlog:minlog:jar:1.2:provided
[INFO] |  +- commons-collections:commons-collections:jar:3.2.2:provided
[INFO] |  +- org.apache.commons:commons-compress:jar:1.20:compile
[INFO] |  \- org.apache.flink:flink-shaded-guava:jar:18.0-12.0:compile
[INFO] +- org.apache.flink:flink-avro:jar:1.13-SNAPSHOT:compile
[INFO] |  \- org.apache.avro:avro:jar:1.10.0:compile
[INFO] |     +- com.fasterxml.jackson.core:jackson-core:jar:2.12.1:compile
[INFO] |     \- com.fasterxml.jackson.core:jackson-databind:jar:2.12.1:compile
[INFO] |        \- com.fasterxml.jackson.core:jackson-annotations:jar:2.12.1:compile
[INFO] +- org.apache.flink:flink-streaming-java_2.11:jar:1.13-SNAPSHOT:compile
[INFO] |  +- org.apache.flink:flink-file-sink-common:jar:1.13-SNAPSHOT:compile
[INFO] |  +- org.apache.flink:flink-runtime_2.11:jar:1.13-SNAPSHOT:compile
[INFO] |  |  +- org.apache.flink:flink-queryable-state-client-java:jar:1.13-SNAPSHOT:compile
[INFO] |  |  +- org.apache.flink:flink-hadoop-fs:jar:1.13-SNAPSHOT:compile
[INFO] |  |  +- commons-io:commons-io:jar:2.7:compile
[INFO] |  |  +- org.apache.flink:flink-shaded-netty:jar:4.1.49.Final-12.0:compile
[INFO] |  |  +- org.apache.flink:flink-shaded-jackson:jar:2.10.1-12.0:compile
[INFO] |  |  +- org.apache.flink:flink-shaded-zookeeper-3:jar:3.4.14-12.0:compile
[INFO] |  |  +- org.javassist:javassist:jar:3.24.0-GA:compile
[INFO] |  |  +- org.scala-lang:scala-library:jar:2.11.12:compile
[INFO] |  |  +- com.typesafe.akka:akka-actor_2.11:jar:2.5.21:compile
[INFO] |  |  |  +- com.typesafe:config:jar:1.3.0:compile
[INFO] |  |  |  \- org.scala-lang.modules:scala-java8-compat_2.11:jar:0.7.0:compile
[INFO] |  |  +- com.typesafe.akka:akka-stream_2.11:jar:2.5.21:compile
[INFO] |  |  |  +- org.reactivestreams:reactive-streams:jar:1.0.2:compile
[INFO] |  |  |  \- com.typesafe:ssl-config-core_2.11:jar:0.3.7:compile
[INFO] |  |  |     \- org.scala-lang.modules:scala-parser-combinators_2.11:jar:1.1.1:compile
[INFO] |  |  +- com.typesafe.akka:akka-protobuf_2.11:jar:2.5.21:compile
[INFO] |  |  +- com.typesafe.akka:akka-slf4j_2.11:jar:2.5.21:compile
[INFO] |  |  +- org.clapper:grizzled-slf4j_2.11:jar:1.3.2:compile
[INFO] |  |  +- com.github.scopt:scopt_2.11:jar:3.5.0:compile
[INFO] |  |  +- org.xerial.snappy:snappy-java:jar:1.1.4:compile
[INFO] |  |  +- com.twitter:chill_2.11:jar:0.7.6:compile
[INFO] |  |  |  \- com.twitter:chill-java:jar:0.7.6:compile
[INFO] |  |  \- org.lz4:lz4-java:jar:1.6.0:compile
[INFO] |  +- org.apache.flink:flink-java:jar:1.13-SNAPSHOT:compile
[INFO] |  \- org.apache.commons:commons-math3:jar:3.5:compile
[INFO] +- org.apache.flink:flink-clients_2.11:jar:1.13-SNAPSHOT:compile
[INFO] |  +- org.apache.flink:flink-optimizer_2.11:jar:1.13-SNAPSHOT:compile
[INFO] |  \- commons-cli:commons-cli:jar:1.3.1:compile
[INFO] +- software.amazon.glue:schema-registry-serde:jar:1.0.0:compile
[INFO] |  +- software.amazon.glue:schema-registry-common:jar:1.0.0:compile
[INFO] |  |  +- software.amazon.awssdk:glue:jar:2.15.32:compile
[INFO] |  |  |  +- software.amazon.awssdk:protocol-core:jar:2.15.32:compile
[INFO] |  |  |  +- software.amazon.awssdk:auth:jar:2.15.32:compile
[INFO] |  |  |  |  \- software.amazon.eventstream:eventstream:jar:1.0.1:compile
[INFO] |  |  |  +- software.amazon.awssdk:http-client-spi:jar:2.15.32:compile
[INFO] |  |  |  +- software.amazon.awssdk:regions:jar:2.15.32:compile
[INFO] |  |  |  +- software.amazon.awssdk:aws-core:jar:2.15.32:compile
[INFO] |  |  |  +- software.amazon.awssdk:metrics-spi:jar:2.15.32:compile
[INFO] |  |  |  +- software.amazon.awssdk:apache-client:jar:2.15.32:runtime
[INFO] |  |  |  |  +- org.apache.httpcomponents:httpclient:jar:4.5.3:runtime
[INFO] |  |  |  |  |  +- commons-logging:commons-logging:jar:1.1.3:runtime
[INFO] |  |  |  |  |  \- commons-codec:commons-codec:jar:1.13:runtime
[INFO] |  |  |  |  \- org.apache.httpcomponents:httpcore:jar:4.4.6:runtime
[INFO] |  |  |  \- software.amazon.awssdk:netty-nio-client:jar:2.15.32:runtime
[INFO] |  |  |     +- io.netty:netty-codec-http:jar:4.1.53.Final:runtime
[INFO] |  |  |     +- io.netty:netty-codec-http2:jar:4.1.53.Final:runtime
[INFO] |  |  |     +- io.netty:netty-codec:jar:4.1.53.Final:runtime
[INFO] |  |  |     +- io.netty:netty-transport:jar:4.1.53.Final:runtime
[INFO] |  |  |     |  \- io.netty:netty-resolver:jar:4.1.53.Final:runtime
[INFO] |  |  |     +- io.netty:netty-common:jar:4.1.53.Final:runtime
[INFO] |  |  |     +- io.netty:netty-buffer:jar:4.1.53.Final:runtime
[INFO] |  |  |     +- io.netty:netty-handler:jar:4.1.53.Final:runtime
[INFO] |  |  |     +- io.netty:netty-transport-native-epoll:jar:linux-x86_64:4.1.53.Final:runtime
[INFO] |  |  |     |  \- io.netty:netty-transport-native-unix-common:jar:4.1.53.Final:runtime
[INFO] |  |  |     \- com.typesafe.netty:netty-reactive-streams-http:jar:2.0.4:runtime
[INFO] |  |  |        \- com.typesafe.netty:netty-reactive-streams:jar:2.0.4:runtime
[INFO] |  |  +- software.amazon.awssdk:aws-json-protocol:jar:2.15.30:compile
[INFO] |  |  +- software.amazon.awssdk:cloudwatch:jar:2.15.30:compile
[INFO] |  |  |  \- software.amazon.awssdk:aws-query-protocol:jar:2.15.30:compile
[INFO] |  |  +- software.amazon.awssdk:sdk-core:jar:2.15.30:compile
[INFO] |  |  |  \- software.amazon.awssdk:profiles:jar:2.15.30:compile
[INFO] |  |  +- org.apache.kafka:kafka-clients:jar:2.5.0:compile
[INFO] |  |  |  \- com.github.luben:zstd-jni:jar:1.4.4-7:compile
[INFO] |  |  +- org.apache.kafka:kafka-streams:jar:2.5.0:compile
[INFO] |  |  |  +- org.apache.kafka:connect-json:jar:2.5.0:compile
[INFO] |  |  |  |  +- org.apache.kafka:connect-api:jar:2.5.0:compile
[INFO] |  |  |  |  \- com.fasterxml.jackson.datatype:jackson-datatype-jdk8:jar:2.12.1:compile
[INFO] |  |  |  \- org.rocksdb:rocksdbjni:jar:5.18.3:compile
[INFO] |  |  \- com.google.guava:guava:jar:29.0-jre:compile
[INFO] |  |     +- com.google.guava:failureaccess:jar:1.0.1:compile
[INFO] |  |     +- com.google.guava:listenablefuture:jar:9999.0-empty-to-avoid-conflict-with-guava:compile
[INFO] |  |     +- org.checkerframework:checker-qual:jar:2.11.1:compile
[INFO] |  |     +- com.google.errorprone:error_prone_annotations:jar:2.3.4:compile
[INFO] |  |     \- com.google.j2objc:j2objc-annotations:jar:1.3:compile
[INFO] |  +- software.amazon.awssdk:arns:jar:2.15.26:compile
[INFO] |  |  +- software.amazon.awssdk:annotations:jar:2.15.26:compile
[INFO] |  |  \- software.amazon.awssdk:utils:jar:2.15.26:compile
[INFO] |  +- org.projectlombok:lombok:jar:1.18.2:compile
[INFO] |  \- org.projectlombok:lombok-utils:jar:1.18.12:compile
[INFO] +- org.junit.jupiter:junit-jupiter-api:jar:5.6.2:test
[INFO] |  +- org.apiguardian:apiguardian-api:jar:1.1.0:test
[INFO] |  +- org.opentest4j:opentest4j:jar:1.2.0:test
[INFO] |  \- org.junit.platform:junit-platform-commons:jar:1.6.2:test
[INFO] +- org.junit.jupiter:junit-jupiter-params:jar:5.6.2:test
[INFO] +- org.mockito:mockito-junit-jupiter:jar:2.21.0:test
[INFO] +- org.slf4j:slf4j-api:jar:1.7.15:provided
[INFO] +- org.apache.flink:flink-test-utils-junit:jar:1.13-SNAPSHOT:test
[INFO] +- org.apache.flink:force-shading:jar:1.13-SNAPSHOT:compile
[INFO] +- com.google.code.findbugs:jsr305:jar:1.3.9:compile
[INFO] +- junit:junit:jar:4.12:test
[INFO] |  \- org.hamcrest:hamcrest-core:jar:1.3:test
[INFO] +- org.mockito:mockito-core:jar:2.21.0:test
[INFO] |  +- net.bytebuddy:byte-buddy:jar:1.8.15:test
[INFO] |  +- net.bytebuddy:byte-buddy-agent:jar:1.8.15:test
[INFO] |  \- org.objenesis:objenesis:jar:2.1:provided
[INFO] +- org.powermock:powermock-module-junit4:jar:2.0.4:test
[INFO] |  \- org.powermock:powermock-module-junit4-common:jar:2.0.4:test
[INFO] |     +- org.powermock:powermock-reflect:jar:2.0.4:test
[INFO] |     \- org.powermock:powermock-core:jar:2.0.4:test
[INFO] +- org.powermock:powermock-api-mockito2:jar:2.0.4:test
[INFO] |  \- org.powermock:powermock-api-support:jar:2.0.4:test
[INFO] +- org.hamcrest:hamcrest-all:jar:1.3:test
[INFO] +- org.apache.logging.log4j:log4j-slf4j-impl:jar:2.12.1:test
[INFO] +- org.apache.logging.log4j:log4j-api:jar:2.12.1:test
[INFO] +- org.apache.logging.log4j:log4j-core:jar:2.12.1:test
[INFO] \- org.apache.logging.log4j:log4j-1.2-api:jar:2.12.1:test
```

",mohitpali,True
nifi,6054,Recommend declaring these inside a try-with-resources block for automatic closing.,emiliosetiadarma,False
incubator-heron,2703,Please remove the extra line.,joshfischer1108,True
hadoop,4368,revert. It was better previously ,slfan1989,True
flink,11586,"I'd move this into `#startInstance`; if portsConfig is an empty string then the iterator is empty, allowing you to easily check for the port to not be configured.",walterddr,True
flink,6711,is it necessary? isn't it leftover from previous workaround?,tzulitai,False
nifi,4714,"Best to keep consistent Title Case for property names (i.e., Maximum Waiting Time)",simonbence,False
shardingsphere,11345,@Beyondeclipse Please add final.,Beyondeclipse,False
nifi,6976,"It is ""Number of Commit Retries"" in Title Case.",mark-bathori,False
hudi,3433,"we could just name this as ""eventRecords"" or just ""records"". We don't need to repeat ""eligible"" everywhere. its implicit ",codope,True
incubator-paimon,939,"```suggestion
lists, contributing code or documentation, improving website, testing release candidates and writing corresponding blog etc.
```",JingsongLi,True
geode,6905,"If I run this test 1000 times, only one iteration of it hits this branch of the if statement. This means that if someone were to make a change that caused this assertion to fail, we would only see it 1/1000 runs, making the test very unlikely to spot the incorrect behaviour. The test should be modified to guarantee that we see the threadID wrap around, possibly by increasing `numberOfThreads` to `ThreadIdentifier.MAX_THREAD_PER_CLIENT + 1`, although this will make the test take significantly longer to run.",pivotal-eshu,True
nifi,7027,"```suggestion
                    getLogger().debug(""Latest entry already listed with timestamp [{}]: yielding"", latestListedEntryTimestampThisCycleMillis);
```",nandorsoma,False
druid,5002,You can use ```memCache.computeIfAbsent()```.,AlexanderSaydakov,True
calcite,1568,"Remove this `allowExplicitRowValueConstructor` flag, we expect to get this info from the `SqlConformance`.",quxiucheng,False
incubator-paimon,1281,Add a comment like `table name -> (field name -> type)` to make it easier to understand?,Alibaba-HZY,True
gobblin,1344,"log.info(""Identified source file system at {} and target file system at {}., ...) is more efficient.
",ibuenros,True
flink,6777,"typo: `resotreThreadNum` -> `restoredThreadNum`, also in other methods",klion26,True
pulsar,1746,"Check that the exception thrown is the one we expect to be thrown (i.e. the AmazonServiceException)
Also verify that neither object exists in S3. Do the same for the other tests.",zhaijack,True
hadoop,1399,"You can remove the last space.
In addition, probably enough to show ioe.getMessage()",RogPodge,False
beam,12794,"In the build.gradle you'll want to setup a junit test run that uses Kafka 2.1.0 and executes these tests.

This is a pretty good example of how to get this going:
https://docs.gradle.org/current/userguide/java_testing.html#sec:configuring_java_integration_tests

You shouldn't need any additional source sets but you'll want to add a configuration for kafka210 that adds the dependency and also the test task that uses it.",methodmissing,True
flink,13292,"```suggestion
        # It will raise a ClassNotFoundException if the kafka connector is not added  into the pipeline
```",shuiqiangchen,False
gobblin,3252,"Since we always set new files to a dummy file, do you think we need to modify the condition for the warn log?",hanghangliu,False
ignite,4612,It's very long line.,avplatonov,False
dubbo,6844,"```suggestion
    private final Semaphore loopPermitNotify = new Semaphore(1);
```",panxiaojun233,True
druid,5221,Extra line,spyk,True
pinot,7252,javadocs,vishwa35,False
drill,1666,Looks like comma should be before `COLUMNS`.,dvjyothsna,False
fineract,2310,build what?,logoutdhaval,False
sedona,986,This should be `RS_AddBandFromArray`,furqaankhan,True
flink,17692,nit: rename to cache config.,RocMarshal,True
servicecomb-pack,181,"As we use the domain name in the docker, so please do not change the setting here.
You may need to create a integration test for it.",yangbor,True
solr,160,"This is very difficult to read, can we split it into multiple statements?",noblepaul,True
druid,3928,"maybe rename this test to something else, since dim2 is a multi-value string column",erikdubbelboer,True
mina-sshd,55,Document empty block with `// do nothing` comment,gnodet,False
beam,8803,I believe it will be cleaner to drop the imports and ...'s here.,rakeshcusat,True
phoenix,1079,"The naming convention for all other conf property starts with MAPREDUCE. Do you mind changing the property name to something like: ""MAPREDUCE_SNAPSHOT_RESTORE_EXTERNAL"" ? and prefix with DEFAULT for default value ?",sakshamgangwar,True
skywalking,2881,"Change to, only allow to import JDK and ByteBuddy classes",dmsolr,True
hudi,1029,"Add a section here with guidelines on the following? 

- Refer to FAQ first, to see if this covered (link to faq)
- Join the mailing list to engage in conversations and get faster support.(link to signing up)
- If you are have triaged this as a real issue, then file a JIRA directly instead (link to instructions)


",Guru107,True
geode,2845,Needs null check. Its created if the eviction is configured.,jinmeiliao,True
geode,3932,"I think we should use ""non-sticky"" here, rather than ""non-stick,"" for consistency. Or, if we prefer ""non-stick"" for some reason, we should change this term across throughout docs.",BenjaminPerryRoss,True
iotdb,8341,"```suggestion
      LOGGER.info(
          ""Submit RegionMigrateProcedure failed, because the original DataNode {} doesn't contain Region {}"",
```",Caideyipi,True
flink,17739,nit: call it `columnConverters`,slinkydeveloper,False
phoenix,514,"For completeness, could you add tests for Immutable tables, and local indexes as well? 
Also another case for a multi tenant table, view index and a tenant index would be good.",swaroopak,False
flink,18760,"```suggestion
     * Specify from which offsets the KafkaSource should start consuming from by providing an {@link
```",RyanSkraba,True
pinot,3264,Seems this one is not used,jackjlli,True
hudi,1687,Let’s rename HoodieStorageReader to HoodieFileReader (also the factory),prashantwason,True
hadoop,5024,"nit, move down to the main org.apache.hadoop block; the one here is tainted by the search/replace from guava sets",sabertiger,True
flink,13405,"```suggestion
 * <p><b>NOTE:</b> State backends that need to be notified of completed checkpoints can additionally implement
 * the {@link CheckpointListener} interface.
 *
 * @param <K> Type of the key by which state is keyed.
 */
```
Formatting is probably not correct after my changes but I think the previous sentence was not grammatically correct.",dawidwys,False
hadoop,1348,bash says: `can only 'return' from a function or sourced script` (exit code of `acceptance.sh` would be 1 if executed directly instead of sourcing it),elek,False
hudi,6615,minor. rename `ret` -> `toBeDeletedDf`,jonvex,True
flink,8290,"these two `int` are written as metadata at the front of memory have total lenght `4+4=8` denoted by `HEADER_LENGTH `, am I right?",StephanEwen,False
cloudstack,1579,"Can you check if an untagged capability can be used, and default egress policy can be used; instead of introducing these two capabilities?",nlivens,True
pulsar,11258,"```suggestion
            value = ""Limit of client memory usage (in byte).""
```",315157973,True
drill,2599,"It is possible to have both dynamic star and explicit columns projection, like
```sql
SELECT *, col1, col2 from tab1
```",Leon-WTF,True
hive,311,Better to assert the number txns opened is equal to input list size,maheshk114,False
kafka,1376,"Space after `if`
",arunmahadevan,False
hadoop,5176,"use .hasSize(13) in the assert, so assertj will provide info about the list if there's a mismatch",saxenapranav,True
beam,17244,Do we need this?,ryanthompson591,True
phoenix,751,"Better to use the Phoenix EnvironmentEdgeManager, though the HBase one would also work. ",wangweiming800,False
geode,2769,"any reason we can't do things like this:
// to this once in the beginning
resultData.setColumnHeaders (""Member"", ""Result"", ""Message"")

// then based on the conditions, do this multiple times 
result.addRow(memberName, result, message);",aditya87,True
phoenix,1217,"nit: each of these would be easier to read if there was a comment saying what the difference was, such as ""Adds RELATED_COMMAND"" in this test",swaroopak,True
cloudstack,4068,Does this needs update?,davidjumani,True
fineract,2777,Please find a more generic name for this ;),taskain7,True
sedona,1061,This is not correct. `offsetX` and `offsetY` should be directly retrieved from the upperLeftX and upperLeftY components of the raster metadata.,furqaankhan,True
geode,6861,"I think the recursion in all three of these methods should be replaced with a simple iteration of sets checking each one for member and computing the sum/min/max. If it finds member in each set then it can store that value on the retVal set.
Recursion is usually slower, harder for some to understand, and could have a stack overflow.",nonbinaryprogrammer,True
dubbo,10798,"override all methods in RpcContextAttachment, and proxy to serverResponse / clientResponse",aamingaa,True
incubator-kie-drools,2563,"@danielezonca 
Please use two different constants to differentiate the use cases - beside that, probably is better to have a slightly more complex pattern - `#` is too easy and common to use",danielezonca,True
maven,1215,This should be last to avoid changing existing ordinals in an incompatible way.,CrazyHZM,True
accumulo,3436,"```suggestion
      log.trace(""Accumulo Trash is disabled. Skipped for {}"", path);
```",dlmarion,True
hudi,2375,This already exists in the base class. Please remove. ,Nieal-Yang,True
hudi,9852,"Can we give these method specific names instead of 1, 2, 3... suffix.",lokesh-lingarajan-0310,False
pinot,1996,these classes need not be in operator.transform package. It can be used in other places such as segment generation. ,npawar,True
flink,18152,maybe another useful constructor function for `Projection` like `Projection.range()` or so?,slinkydeveloper,False
skywalking,4220,"No matter how many times you check the thread#isAlive, you still could face the thread is not inactive or dead at here. Try/catch this, and remove all unnecessary check.",mrproliu,True
hbase,1681,Instead can do ArrayList#clear?  ,virajjasani,True
ambari,252,Rename getModuleDependencyList() to getDependencies(),mradha25,True
druid,4815,Unnecessary brackets around %s,pjain1,True
flink,11854,"I would suggest to place these constants in `ExternalResourceOptions`.
In this way, you can use these constants for assembling the configuration option keys. This guarantees the keys shown in the user docs are consistent with those actually used in runtime.",KarmaGYZ,False
doris,669,move olap_header to last,yiguolei,True
camel,4697,"This constant seems to be used, can you please check?",aryankoul,False
geode,1077,"Add ""a"" and hyphenate ""program a fixed-partition resolver""",karensmolermiller,True
pulsar,10601,nit: rename `ignored` to `expected`,BewareMyPower,True
flink,11020,user-defined table function => user-defined function,HuangXingBo,True
beam,9519,"Yay, nice! :D",robinyqiu,True
druid,7306,I wonder if `All` is necessary?,leventov,True
incubator-hugegraph,1433,don't update it,imbajin,True
cloudstack,4017,"```suggestion
                allowedActions.push(""downloadISO"");
```
@nvazquez action name case",nvazquez,True
flink,3429,"At least here, we should say that this is happening as a loop, until some condition causes a break. Otherwise, there is the misleading interpretation that this methods are called once and the looping happens inside of them.",kl0u,True
parquet-mr,757,Does it make sense without NDVs?,chenjunjiedada,True
cassandra-java-driver,827,Should be 2.1.0 right?  The problem only happens on 1.2/2.0 because client timestamps aren't used (happens in event when both inserts are done in same millisecond),GregBestland,True
rocketmq,4655,"it is better print the log here, although the process may not come here.",yihleego,False
flink,10098,Throw exception early if we do not support it in the patch.,wuchong,True
shardingsphere,25864,`e` should be `ex`,susongyan,True
camel,2844,"As above my comment, see other data formats like CSV, zip, tar etc..",CodeSmell,False
beam,4989,"Kind of hard to quickly find, since there's a bunch of extra reformatting, but we should leave at least one explicit test of `ProcessContext` as an automatic DoFn parameter.",reuvenlax,True
beam,1024,"This of course doesn't retract min/max properly-- might be worth commenting on the `DistributionData` fields.
",bjchambers,False
druid,8558,Injection.,SandishKumarHN,False
bookkeeper,898,This change seems unrelated,ivankelly,False
pulsar,14044,"What is the purpose of replacing the stored headers map with a computed map? The `accessToken` is `final` in this class, so I wouldn't think we need to compute the map each time.",tuteng,True
iotdb,758,"```suggestion
import org.apache.iotdb.db.query.reader.seriesRelated.SeriesRawDataReader;
```",liutaohua,True
